,Post-Barrier-Probabilities,Pre-Barrier-Probabilities,Intra-Barrier-Probabilities,Total-Probability,Time,spatialStep,temporalStep,courantNumber,pointCount,barrierStart,barrierWidth,potentialHeight,packetStartX,packetStartY,packetStandardDeviation,packetWaveNumber,constantStairwellLengthRatios,constantStairwellPotentialRatios,length,backend
67,0.00022374180555762257,0.9748470264315972,0.024929231762845578,1.0000000000000004,67,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
68,0.00025152062029408165,0.9730257216851957,0.026722757694510185,1.0,68,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
69,0.00028246622524533485,0.9710974663788925,0.028620067395861985,0.9999999999999998,69,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
70,0.0003169028376751869,0.9690579752815361,0.030625121880788794,1.0000000000000002,70,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
71,0.00035518326033608013,0.9669029478141121,0.03274186892555219,1.0000000000000004,71,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
72,0.00039769089712966637,0.9646280778239941,0.03497423127887614,0.9999999999999999,72,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
73,0.0004448421050539749,0.9622290430182222,0.03732611487672361,0.9999999999999998,73,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
74,0.0004970882598649193,0.9597015310170331,0.03980138072310188,1.0,74,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
75,0.0005549179293837769,0.9570412607999694,0.04240382127064655,0.9999999999999998,75,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
76,0.0006188593795475499,0.9542439837340735,0.04513715688637873,0.9999999999999998,76,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
77,0.0006894831303935116,0.9513054900504504,0.048005026819156194,1.0,77,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
78,0.0007674041762040424,0.9482216453182417,0.05101095050555401,0.9999999999999998,78,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
79,0.0008532845388853884,0.944988404429689,0.054158311031425335,0.9999999999999998,79,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
80,0.0009478364673300057,0.9416017896179789,0.05745037391469069,0.9999999999999996,80,0.05,0.0006250000000000001,1.0,160,0.45,0.1,200,0.8,0.5,0.5,47.12388980384689,"[0.25, 0.1, 0.1, 0.1, 0.44999999999999996]","[0, 0, 0, 1, 0]",8,numpy
